"album_id","album_name","total_tracks","release_date","album_type","artist_names","artist_ids","cover"
"0rnttLouQAxj201qDKucsY","Ser","1","2023-06-30","single","Diezze","61zFe7cxsRqbT8iatUwgcU","https://i.scdn.co/image/ab67616d00004851125d3cfce4a772a8ad210b8d"
"1fhE72sQ8OkyfLMhfSJzLM","Halamo Behtar Kon","1","2023-04-22","single","Diezze","61zFe7cxsRqbT8iatUwgcU","https://i.scdn.co/image/ab67616d00004851b8110c192ce16917b986c057"
"0F63O9lT8z5xnS7YTks1ED","Dusk","1","2023-07-15","single","Diezze","61zFe7cxsRqbT8iatUwgcU","https://i.scdn.co/image/ab67616d0000485102af0edc2bec2ca50d1c424e"
"3sXms4TGHXNxxTUQhJ6ngp","ASAP","5","2023-08-27","single","Ariss","48r6w7xcGcP5uO7H5zGnDn","https://i.scdn.co/image/ab67616d000048518c24c7cbdfa21f5ec6b5e79d"
"2jDcv0C8mBxxH1jiNnMKfq","Khiabona","1","2023-07-18","single","Diezze","61zFe7cxsRqbT8iatUwgcU","https://i.scdn.co/image/ab67616d000048510484b0d8ce075efc7d149ccc"
"47DLcAPhKRXqSIuCLC5R7x","Holoo","1","2023-06-15","single","Various Artists","0LyfQWJT6nXafLPZqxe9Of","https://i.scdn.co/image/ab67616d00004851936b3476069e6b69231315ea"
"5fmARp4WM8uHuSU8lUYDRr","SA-35","1","2023-07-16","single","Diezze","61zFe7cxsRqbT8iatUwgcU","https://i.scdn.co/image/ab67616d00004851bd363a8b6c137a45f2f739e5"
"17ibT53IDXe1wS7k70CNrI","Da Y Da Y","1","2023-07-17","single","Diezze","61zFe7cxsRqbT8iatUwgcU","https://i.scdn.co/image/ab67616d00004851baa90a4f0570fcb4e91dbbba"
"1yIjDZtYx9wG87blaBldcI","Ai","1","2024-07-11","single","HeroSina,021kid","1bqKIzyWQzA85Zi5u4FmGE,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851bf44525015988a887c34e1b4"
"0naG3d6oI7xPN7f2S5b1JN","Double","1","2024-07-03","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851699ca0249826bac5629bad10"
"7FEy7S7mSnFEBvj72VRqlt","DAMN IT","1","2024-06-07","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048511da6f5098d7a1c4b8262cb23"
"7paQbgQrPzIwVQEcVkDSeE","CASE","1","2024-05-24","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851eaa20d799205334b89f270a5"
"66vdVfdcQQIr0zoecVytYY","Cartel","1","2024-05-10","single","Erfan,Imanemun,021kid","1yPzb9mqugowOfUs2vIOgL,6NY0pmZsboMa0qoHDswbdv,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851b5ecf1e6529b070a2b2cc107"
"76XYXksMyxqww6wkolwW1T","Toomaj","1","2024-04-28","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851f5ffc7434682d22d14b2b6f7"
"3QKbWiKvsgtUze0ZnD1OnJ","Ting","1","2024-03-18","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048518021871db0c9678e25853696"
"7sQ3eI2X5XtQQonAPkKVRv","120min (Freestyle)","1","2024-03-16","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851361f9fccb617b61f1627966b"
"5O3Bb1xt6EpBKLP5wLwm2c","Daroo","1","2024-03-13","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485115ef6d664464ad7980f00c4f"
"3gN4jBEggkXbUljPrmmJKa","Ye name","1","2024-02-08","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485146d660ffa912c0b731be97b0"
"7LeVeyzE8XVbDByPuaI3NB","Murdaside (PersianMix)","1","2024-01-23","single","Mazza_l20,021kid","00IiVt687EdR9JnSoJN7IA,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485129f24dfdbbdbd7b4f0672d06"
"3i4JH6SSGRsflEweCRqjWp","Classy","1","2024-01-17","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851cdef41a6899da4a9f563c389"
"14PahdnLhQeXcYGV8psua0","Palangi","1","2024-01-04","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048517e434896e3290a38b5c1c82f"
"3mGfMFxozpBmEnaWZo9Ygn","Gsz","5","2023-12-21","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048510ddb3b277d12cda71c1f119e"
"0EIIU9YTZ8OXV4RG6tVoOE","The hotspot (Live)","1","2023-11-22","single","Pacman Tv,021kid","064QCIJx5aYVOMzi7BvJLw,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485133efc456605ef5cef29583bb"
"6ERYc60hxl165LcN0fWUD0","Comfy","1","2023-10-25","single","021kid,Behzad Leito,Catchybeatz","578d6XzxI0bCSi49dK0Qpx,4zNEj5bkHE0kNSpfIwgdvu,25JIQIFASUvrcnzFL9CQhZ","https://i.scdn.co/image/ab67616d00004851ab2a36baa76f290ee193f4ab"
"6YqxB0ZAbC3UxVlb3cbR6w","Lion Skin","1","2023-10-03","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048517e55f2b80b6e3902c9b7ece6"
"3Fvl2m6x4B4CNHoGdKJBh8","Chishod?","1","2023-08-12","single","Sami Low,Raha,021kid","4mST4sikQtpiH5dIkRxaCT,0e6D1UNkt16eApxJuq0HaF,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851ee3838efb0b13a6720c4e328"
"7ayGgYwREABfRcDllSLnAR","Beriz (Drill Version)","1","2023-07-07","single","Omid ABN,021kid","5d1jgk1G2SGkVCT2QgwO51,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048511e363c7b6b45d4119557c22b"
"0KvKQ65JZsb7kqtxS56H8w","Beriz","1","2023-07-06","single","Omid ABN,021kid","5d1jgk1G2SGkVCT2QgwO51,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851677e6520afd24af1a5819c4a"
"7zCy0jALTwmurFeCuq0bps","Moonlight","1","2023-06-28","single","021kid,Sijal,persicat","578d6XzxI0bCSi49dK0Qpx,5F0BGBdSL945Bzxrq8aGbn,7g4P5NIn9ZSo18VHf9L1DQ","https://i.scdn.co/image/ab67616d000048517ce7768831c07ed993e93848"
"5VYI0CklpE8D7hoQLR0qS1","Gimicci Freestyle","1","2023-06-13","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048519f2db9a25a9136edf74aee2b"
"0t407PrURnpp12zOYo41YN","Yekshanbe (Freestyle)","1","2023-05-30","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851c36f146571c25f43cba36b0c"
"6UpR2l8QelQbUdZyjsTaJs","Di Maria","1","2023-05-23","single","021kid,Isam","578d6XzxI0bCSi49dK0Qpx,2oJHjkrwOU6fFBoDiW1jDP","https://i.scdn.co/image/ab67616d0000485179700feaaafa3e4c8496bc03"
"16MPE8BDYq75YWH1049but","Big Spliff","1","2023-05-11","single","021kid,Tremz","578d6XzxI0bCSi49dK0Qpx,56nAEdUNpeO3eC5fZvJajY","https://i.scdn.co/image/ab67616d0000485145c57769bb105912c7aa69d8"
"4EQMC3PHjXHpMLJWFRxPnj","Mixtape Bonuses","2","2023-03-31","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048512b8a5e26fa19a1607c4f4f87"
"1zqGyTtRL0YFQWAbjXSYDa","Hamejoore Hast","1","2023-03-29","single","Behzad Leito,021kid","4zNEj5bkHE0kNSpfIwgdvu,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485199cac50ed704259ca5b7074f"
"4u1B16t9z2lSXWu7UpW9Wt","The Cold Room - S3-E1","1","2023-03-23","single","021kid,Tweeko,Mixtape Madness","578d6XzxI0bCSi49dK0Qpx,22wD142FUVQatdB5g8mxTF,4ocdD0Bi1syVqLs1GiHqQ9","https://i.scdn.co/image/ab67616d00004851fd997dc4739f6fed748a5e0b"
"2kkzVe190rrssgdTSVXVEy","Ey Iran","1","2022-12-14","single","Tohi,021kid","7pBXdJN9S9N9nNifjPixET,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048511d7e511aefba976e8db82984"
"71hCOAha2K5a9zSTsTEKY5","AVALANCHE","1","2022-09-04","single","Behzad Leito,021kid","4zNEj5bkHE0kNSpfIwgdvu,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048519efbf3d54da7160bc869ad40"
"3dHodv1qv4gmoiT3Si954i","021Kid x Fumez The Engineer - Plugged In","1","2022-08-25","single","Fumez The Engineer,021kid","0ksX396B3t2Gt8kwr0BJZk,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485133555e6bd3f4621984ed1fe7"
"3zXyZ72VBQCoFprJ2OkxCk","Live My Life","1","2022-05-31","single","J Large,021kid","7k0LUFpmUVg2wNXmIbOuOv,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048517e8fadf1331f5b9e4b6229f2"
"47kfQKRwkhiVlIdol24KxI","Business Man","1","2022-05-21","single","Ess2Mad,021kid","3ZA5bjFosTjcP6FFD6NdBJ,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048517814ce7d2f72f32aa8cb5a8a"
"3BifINNPng0VCMlOFiNX46","Tourist","1","2022-05-10","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851e43f4d739bd973b038f8af51"
"7lfd22zSCBdS8AQhshGD1i","Toofani","1","2022-04-30","single","021kid,Isam","578d6XzxI0bCSi49dK0Qpx,2oJHjkrwOU6fFBoDiW1jDP","https://i.scdn.co/image/ab67616d000048518d53de3cac4ca36cd193fe17"
"0Gvw4r084ifrOdcI39Xq7S","Veda","1","2022-04-10","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851e73c083efb5abe79b063ec99"
"1iBshaJTWLLkbS4bcsaIdc","Psilocybin","1","2022-02-14","single","021kid,poobon","578d6XzxI0bCSi49dK0Qpx,4hdsAoRTkGU11DynAg7iTw","https://i.scdn.co/image/ab67616d00004851c3e5d928174fef9ad0d2f5d2"
"1Ay5aYqvgJC9hBI2IYBK0h","Yeki Meset","1","2021-12-10","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851f9599206798af58ffcd93a28"
"2YLDmcAc8w5Kr176FBkOLP","Cocktail + Gillaass","1","2021-12-04","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048518b3387e27992632e2ffe9ec0"
"3TgN6IdlMqNA6EeNzjgDWh","A Daddy","1","2021-11-21","single","Amin Tijay,021kid","3JS9sHeI06RtolBR5s5O0L,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048513a58261874a33ce80a6865af"
"3IjAAB2YS5tRFdHTeujw3v","Off the Leash","1","2021-10-31","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485177e46a1422b61c67d453711f"
"38UKMIdFCw1HByzZ0S8TAI","Come Back","1","2021-08-08","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d0000485152104aab7324723b04cb9189"
"5PSMM9jPNnCWFfzCYs0k6K","Pop That","1","2021-06-04","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048514f8991daa201cb1f5b295bb2"
"4ks2yGKDMEbfCErlW2Vdne","Tarlan","1","2021-04-21","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851fba74e632578063c31558c63"
"4gBYoTNQ2xo4sBH0QrE28d","Seized","11","2018-02-23","album","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d000048516dd777e925925d87eacca0a6"
"4ncrzY6Ek4u4HOH0sDbtqd","Timmy Might Bury Y'all","1","2018-02-05","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d0000485100442ca2c49478f768ae63bf"
"758PLB1LsBoGt0F8N7PlFC","Money Money","1","2017-12-06","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d000048511fe4a565e41b4193207e846b"
"0qWtk65FbJk90qexQvgahS","Vow","1","2017-10-27","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d0000485188e78323ada6cab298d1c472"
"6A5zPcuuXtG2vbQlcbiyph","Gomrok","1","2016-05-11","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d0000485158495c8c341c8985ebecd116"
"1MAtdl7FxCgwEvgb96KYIA","Featherlight","1","2015-08-13","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d0000485128ea13c18dab0042eb859140"
"128kTdsjCkVg8ZWzdlkvHv","Bang","1","2013-08-24","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d000048517912ae8ff11b8fd6713a4ecd"
"3Reg2LLyyMN7uteOa0XlTC","New Bloom","1","2011-11-08","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d000048518f891ad1925eecc6fce34b0b"
"3UHfdSPItMtB3CtxBZjCgY","Gods and Disasters","1","2011-08-18","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d00004851d47f1e908562070fdab57108"
"1z8qVHr5iq3pFF8jcUgiEd","Weasels and Warcries","1","2011-05-23","single","Mahdyar","0FNHT8Xv2B3q4SoBAXgnq2","https://i.scdn.co/image/ab67616d000048517d6dbb0967acd9c665f8f7ba"
"0j8PKbicdysRi888Kw8WvN","DJ Need Selects, Vol. II - The Remixes","8","2014-01-27","album","Birdy Nam Nam","4e7qJTThm5uI3CplqZObfT","https://i.scdn.co/image/ab67616d0000485130f32b6a75597c2582b194c9"
"4U1BUQxEzPdvBnacg3udq7","Defiant Order (Remixes Project)","29","2014-02-10","album","Birdy Nam Nam","4e7qJTThm5uI3CplqZObfT","https://i.scdn.co/image/ab67616d00004851e1cb399af209de19c033ef61"
"2Ar0iPc57RksrVWgT81Tvq","Morde Parast","1","2023-12-19","single","Yousef Jamali","2hcOcvrmMjxORDLtCEzorR","https://i.scdn.co/image/ab67616d00004851de0c88a856d6e6a0f66e3034"
"76NyIF90AK368y0Dmqn0Wz","Sarbaz 0","7","2012-07-14","album","Dariu$h","3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d00004851afcf9cd07ff3765a61a8738d"
"2HJlOg5OCZVA0fBx5wuqg9","Kar Too Hashemi Freestyle","1","2021-11-07","single","Dariu$h","3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d00004851d360d79229c9d4caa5b2ea6c"
"68Kw67CIaohTDYzSeXgKpB","Kar Freestyle","1","2021-11-07","single","Dariu$h","3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d000048517b876c6d909a3ad6eec1d5fa"
"0Zp9vNaP5l324NPvtDakCw","Kheili Khobe Na","1","2021-09-05","single","Daygard,Dariu$h","5KYtr6KsIpLwUyBFxNrYKJ,3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d00004851e8159ebd51575f840116e99a"
"08wSNPB3xf7rNnNHqINP61","Piroozi Demo","1","2021-03-04","single","Dariu$h","3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d00004851039352058ecd98a9bd3e67a4"
"3rUy5Xm8uMeB14d0ReRNV6","Balatar","1","2019-10-10","single","Dariu$h","3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d000048510533f2a323dabc7b52d67e60"
"173t4RyuFWUwccAGUfuzOX","Halabi Abad","1","2019-04-04","single","Dariu$h,Rez,Saeed Dehghan","3HQedAYh7K5YW4MD108gP3,1l8pQbuaP7I1jEI6g6Jnfu,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851a3a83c500c2105f254ca76d1"
"21ql0vGlZgspBuajitXJzq","Tehroon","1","2018-10-26","single","Dariu$h,Saeed Dehghan","3HQedAYh7K5YW4MD108gP3,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851300b0f615efd31433ad2cb91"
"5WUHaSKmE8dcjPWf121tKQ","Koli Khat Roo Ye Satr","1","2013-02-23","single","Dariu$h","3HQedAYh7K5YW4MD108gP3","https://i.scdn.co/image/ab67616d00004851a12d59d7c5e60c4573aa98ab"
"6mGKETuefkTRDF4ZxDIKc9","Parvaz Mamnoo","1","2012-12-23","single","Dariu$h,Mez'Rab","3HQedAYh7K5YW4MD108gP3,0VBIFNvmge2DOar9E0gPBO","https://i.scdn.co/image/ab67616d0000485135351fbe9605687f2e250b1a"
"4UQDSs9eqH6eVmR9Pi0tb7","BLABBER BRAIN","10","2016-12-09","album","Saeed Dehghan","4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851bbcc702b63127be27ecd5c17"
"6dLQ2LPvnXrVKyvKDux0JU","Injaneb","12","2019-09-29","album","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851bdfb5df8ec359736c7dd59be"
"56DitFNzQDMPoBImbJYntf","Hanoo","1","2024-05-24","single","Shayea,Montony,Mahnoosh","3QNGoF6VzVNnkpjJDT3NHq,0goKOXL3O9zpxHGDvAsBeQ,0aFLWiHzuVme0Iq0ay9jpW","https://i.scdn.co/image/ab67616d0000485147202e87ef827380cdcc71b6"
"10LyiDnqbiiLU0vD0ZeXtt","Khoone Naria","1","2024-03-03","single","Mahyar,Shayea,Jafari HR","6GQ9vH1rq23GZhKYrXak9v,3QNGoF6VzVNnkpjJDT3NHq,0xrjG6RA1A5jLN5zGx3EYl","https://i.scdn.co/image/ab67616d000048519eb1cf3c79f22f969794a0a9"
"4gLx7TuSCFe0sIPU1tNyzS","Iran Khanoom","1","2023-03-21","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851a225d23d69c9be435e314c1f"
"0FrLhFj3L5VyDluE9Kx6MN","Intro (Amade Bash)","1","2022-06-17","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048510ee0f58c15ab27d60742e4e3"
"0qVJdr9oRhMuRoTrmEqnxt","Khod Dargir","1","2022-06-09","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048518ccb4be63150e2a5990fdaf8"
"0stwgV9ex0j1UdNRE9h87d","Boro Bala","1","2022-03-16","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851063749deb4be7f9e39fb6612"
"5vpQKzjfTsNBqxJsgVv2UN","Royaye Man Rap Bood Na Pool","1","2022-02-08","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048516e7f2883bc5806a9fc45ec58"
"1CIUfTEm0xPgHDUNc6G7rW","Asabani","5","2021-03-12","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d0000485189ba662e05aa61725d2d955f"
"5JyoZbc5GK42rHRa8lnIwc","Yebar","1","2020-08-17","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851f77440a5e4267915258b8533"
"2xLJPKzMeOZYpqDVlPUJyA","Kojaei Dada","1","2020-08-17","single","Shayea,Amir Khalvat","3QNGoF6VzVNnkpjJDT3NHq,3mEVURCsHml1RKlcYjRyiy","https://i.scdn.co/image/ab67616d00004851e893cc6689f7f86e73ed8190"
"3OQKOzOBwhPjgoj6NqWWOt","Ta Yeja","1","2020-07-30","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851828c00b8c59184750ba16170"
"5IBCvky26r518G3zKQUfmP","Malakooti","1","2020-06-30","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d0000485121cc4404eac39c0abe3fea0f"
"0NTLfQMiExKh2KhMvlGBF8","Makhlase Kaloom","1","2020-04-21","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048516cb8e3fbea0347ed3a03b507"
"5P0YlUiL2XDVLFMX3WyJbi","Telo","1","2019-12-31","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851c7b78036b368c6ab297d9671"
"6bIqozjFwo4QL4DqfYaxns","Kado","1","2019-12-31","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851fb64cae4dc67a02098885722"
"017mpAiKJnNDqwc6sIClm3","Tangi Nafas","1","2019-10-04","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048511372a2562fbeb32edc34bd52"
"3o4wevZOSOEnVaodoNWAKI","Gong","1","2019-10-03","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048518cd0b90024ebbff8f9914ed4"
"44jZOlnfupJUFtTFvKYQeT","Bari Behar Jahat","1","2019-07-06","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851724a43b7f6faaf30ed802218"
"2RnT6QXkqEp0YOfaftPXsX","Khiz","1","2018-12-25","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851ee6c747cc8c4ddd3d75c7099"
"5M6vyvdodMHbD9DpdYJjJ1","Daram","1","2018-08-23","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d0000485104ffbea9791fe55547d7836d"
"2cTsfLgapunzSyQ8LmoJEA","Kofri","1","2018-06-28","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851910dc2b86c3671b5747a29b5"
"1yBqtyGwCd7qUj9Lxoo1nl","Sabr 2","1","2018-04-05","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048511ec4120b9336ecd38615cc47"
"2sK2THmyEYGW0KcpKbbkSl","Axolamal","1","2018-01-20","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851d7d4ac2cde1823c1fcb4fec8"
"3ah1j38csbyfeGpi1ApRj6","Ye Moghehaei","1","2017-03-04","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048511d185bb24030d66c6ffccb7f"
"57NIas29iHDUk2p7hXJmFN","Refigh Fabrik","1","2016-09-29","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851ae66d85d6ff588b25e0b0d25"
"4GxHVvdFWtN4OfQc1YdQ4s","Ettefagh","1","2016-09-02","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851bea0856dc730098a98b98129"
"6Hzrvhkw7327H6mUXhloyF","Vaysin Aghab","1","2016-07-30","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d0000485112603f8353d68ec53465f65c"
"6zXqv5zP2wRfHMMK7OZ67z","Az Avval","1","2016-03-20","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048516d90cdf19ac1fefde960eeea"
"30ECxAJYNrd7Hs0Xgey969","Ki Boode","1","2015-12-03","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851da31f0b46e3cc373bcf1b928"
"6SFapk1vOpvBqItuIiSYcf","Nafahm","1","2015-06-05","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851d89f8a81b029b50a40c8d5f3"
"70w8DS4hFxq0nCK4DpxYlv","Bakhtamet","1","2014-08-15","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048519dcebabad2ae5c36479eeb78"
"3GCb5ADN6yZvMMtMPq6Lqf","Chand Shanbas Emrooz","1","2013-07-31","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851e0221c8d9ada5e52fce593ff"
"4x6Jt23zcAgViRpwrjktne","Haj Mehdi","1","2012-11-11","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d0000485108479e896d8bfba3f82ed223"
"1yJxYbjQIP5LyhGlG5UPF6","Be To Dakhli Nadare","1","2012-03-10","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851293e8092dd1a9bd1ce3f54cc"
"1IolVrFnQhkuIL0K19yrow","Parvane","1","2012-01-01","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851681a2d70d5abb1524675f7ca"
"0oGBcqUFLuaj2J3w7iaAeu","Delet Khoshe Be Chi","1","2011-12-10","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048511e0f5da66f91da06bdbcb127"
"0frfu9Pcu8glIdoVGf5W8y","Ye Rooze Khoob Miad?","1","2011-09-24","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048510e1955e0d8aa194f7a0e2eea"
"0t66UAqIddUhSdnCK9sV1G","Parvardegare Ghalam","1","2011-09-24","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851aace1795fa79d28d1b3ceba5"
"1y5HDjMuSCljrUn6gsh08b","Ahmagh","1","2011-09-24","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851323d920edf21e80efacd4043"
"29yUUKZ5V8LAm5FDqln7wi","Havaseto Jam Kon","1","2011-09-19","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d00004851a8a0aaf375f17453c29a48e9"
"2ntQEpJfIaP7YMbHnp2to9","Baby Bad","1","2021-03-24","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048510b74578031d80bce474328a7"
"7rDZxux9qbMyMdPCivwXAR","West London","1","2021-01-21","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048518ee82afd123d7cd698cc0ae5"
"5lmaWSAr9kuimSpRMc9lQ8","Dally (feat. Nixxxsta)","1","2020-09-20","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851a606e54aa031d178ed659006"
"1SE6qC7tRxVIQ6Bxn8cZ9u","Girim","1","2020-08-16","single","021kid","578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d000048512267cefc2d5d3124ad930ee4"
